                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.78971,                0.40728,                 0.8799,                0.99415,                0.94409,                0.97556,                0.79262,                0.87787,                0.40534,                0.91059,              0.0008318,              0.0008318,              0.0008318
                     61,                0.76229,                0.39387,                0.88492,                0.98847,                0.95318,                0.97889,                0.84796,                 0.6885,                0.36561,                0.87317,               0.000812,               0.000812,               0.000812
                     62,                0.69501,                0.38342,                0.86123,                0.99059,                0.95584,                0.98034,                0.82599,                0.75083,                0.36478,                0.86675,              0.0007922,              0.0007922,              0.0007922
                     63,                0.81905,                0.40498,                0.87163,                0.99002,                0.96506,                0.98505,                0.79984,                0.84582,                0.39666,                0.90966,              0.0007724,              0.0007724,              0.0007724
                     64,                0.76721,                0.39401,                0.87359,                0.99257,                0.97647,                0.99084,                0.85625,                0.68057,                0.36227,                0.87526,              0.0007526,              0.0007526,              0.0007526
                     65,                0.72803,                0.39017,                0.86516,                0.99239,                0.97681,                0.99092,                0.81912,                0.77477,                0.39492,                0.86739,              0.0007328,              0.0007328,              0.0007328
                     66,                0.78828,                0.40449,                0.87744,                0.99011,                0.95394,                0.98244,                0.80326,                0.84593,                0.40306,                0.90327,               0.000713,               0.000713,               0.000713
                     67,                0.74087,                0.39238,                0.86495,                0.99209,                0.95567,                0.98409,                0.79029,                 0.8792,                0.40405,                0.90326,              0.0006932,              0.0006932,              0.0006932
                     68,                0.74231,                0.40247,                0.87595,                0.99311,                0.96086,                0.98387,                0.80972,                0.85538,                0.38633,                  0.895,              0.0006734,              0.0006734,              0.0006734
                     69,                0.81257,                0.39955,                 0.8808,                0.99822,                0.94314,                 0.9786,                0.79341,                0.88339,                0.37935,                0.91973,              0.0006536,              0.0006536,              0.0006536
                     70,                 0.7474,                 0.3888,                0.87142,                0.99379,                0.93202,                0.96882,                0.83567,                0.68097,                0.34196,                0.85634,              0.0006338,              0.0006338,              0.0006338
                     71,                0.73533,                0.38581,                0.86849,                0.98846,                0.95229,                0.97789,                0.83313,                0.72268,                0.35162,                0.87405,               0.000614,               0.000614,               0.000614
                     72,                0.64426,                0.37333,                0.85402,                0.99427,                0.93669,                0.96956,                0.83926,                0.66425,                0.32784,                0.86057,              0.0005942,              0.0005942,              0.0005942
                     73,                0.70356,                0.36878,                0.86052,                0.99593,                0.93219,                 0.9666,                0.83882,                 0.6808,                0.33299,                0.85988,              0.0005744,              0.0005744,              0.0005744
                     74,                0.70973,                0.37079,                0.85213,                0.99565,                0.95934,                 0.9791,                0.84264,                0.67743,                0.33885,                0.86511,              0.0005546,              0.0005546,              0.0005546
                     75,                0.75489,                0.40937,                0.88834,                0.99731,                0.94373,                0.97416,                0.78401,                0.85768,                0.36818,                0.89451,              0.0005348,              0.0005348,              0.0005348
                     76,                0.65155,                0.36184,                0.85112,                0.99519,                0.92083,                 0.9651,                0.79146,                0.83134,                0.36014,                0.89893,               0.000515,               0.000515,               0.000515
                     77,                0.80518,                0.39616,                0.87233,                0.99415,                0.92122,                0.96613,                0.84245,                0.64549,                0.32574,                0.85142,              0.0004952,              0.0004952,              0.0004952
                     78,                0.71047,                0.37077,                 0.8609,                0.99669,                0.95718,                0.97962,                0.83939,                0.69136,                0.33339,                0.86852,              0.0004754,              0.0004754,              0.0004754
                     79,                0.65957,                 0.3614,                 0.8498,                0.99085,                0.98348,                0.99222,                0.89592,                0.55017,                0.30232,                0.83606,              0.0004556,              0.0004556,              0.0004556
                     80,                0.66665,                0.35647,                0.84528,                0.99564,                0.97935,                0.99179,                0.87497,                0.61355,                0.32234,                0.84484,              0.0004358,              0.0004358,              0.0004358
                     81,                0.61675,                0.34634,                0.84539,                0.99561,                0.96156,                0.98481,                0.87958,                0.58786,                0.31304,                0.83772,               0.000416,               0.000416,               0.000416
                     82,                0.64728,                0.35305,                0.85532,                 0.9957,                 0.9552,                 0.9811,                0.87424,                0.59226,                0.31043,                0.84397,              0.0003962,              0.0003962,              0.0003962
                     83,                0.67327,                0.35918,                0.84977,                0.99504,                0.95578,                0.98079,                0.86877,                0.60481,                0.32297,                0.84888,              0.0003764,              0.0003764,              0.0003764
                     84,                 0.6215,                0.34574,                0.84929,                 0.9944,                0.96887,                0.98817,                 0.8986,                0.53367,                0.29406,                0.83179,              0.0003566,              0.0003566,              0.0003566
                     85,                 0.6002,                0.34089,                0.84007,                0.99513,                0.97386,                0.99095,                0.87251,                0.62192,                0.30833,                 0.8524,              0.0003368,              0.0003368,              0.0003368
                     86,                0.59664,                0.34033,                0.83648,                0.99513,                0.97288,                 0.9896,                  0.886,                0.56805,                0.29599,                0.83651,               0.000317,               0.000317,               0.000317
                     87,                0.55182,                0.32457,                0.83523,                0.99611,                0.95839,                0.98349,                0.89329,                0.53458,                0.28515,                0.83152,              0.0002972,              0.0002972,              0.0002972
                     88,                0.59501,                0.33006,                0.84121,                0.99569,                0.95381,                0.98061,                0.87308,                0.60122,                0.29945,                0.84574,              0.0002774,              0.0002774,              0.0002774
                     89,                0.59167,                 0.3358,                0.83954,                0.99636,                0.95736,                0.98157,                0.90205,                0.51419,                  0.281,                0.82672,              0.0002576,              0.0002576,              0.0002576
                     90,                0.82765,                0.57971,                0.90233,                0.99734,                0.95385,                0.98041,                0.87884,                 0.5782,                  0.301,                0.83274,              0.0002378,              0.0002378,              0.0002378
                     91,                0.68809,                0.43574,                0.85983,                0.99765,                0.94472,                0.97526,                0.80827,                0.83815,                0.36868,                0.89051,               0.000218,               0.000218,               0.000218
                     92,                0.66538,                0.37562,                0.85374,                0.99864,                0.93448,                0.97115,                0.81236,                0.80061,                0.37467,                0.87963,              0.0001982,              0.0001982,              0.0001982
                     93,                0.62129,                0.38839,                0.84949,                0.99659,                0.92828,                0.96784,                0.84846,                0.63747,                0.32728,                0.84775,              0.0001784,              0.0001784,              0.0001784
                     94,                0.61474,                0.34872,                0.85617,                 0.9973,                0.94023,                0.97381,                0.84248,                0.69077,                0.32387,                0.85825,              0.0001586,              0.0001586,              0.0001586
                     95,                0.56951,                0.33418,                0.84004,                0.99667,                0.95098,                0.97875,                0.81021,                0.83982,                0.35096,                0.89207,              0.0001388,              0.0001388,              0.0001388
                     96,                0.58011,                0.33437,                0.84287,                0.99734,                0.95132,                0.97933,                0.83248,                0.76117,                0.33331,                 0.8685,               0.000119,               0.000119,               0.000119
                     97,                0.53993,                0.31479,                0.83752,                0.99771,                0.94727,                0.97693,                 0.8585,                0.65562,                0.31056,                0.84593,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.54709,                0.31581,                0.83858,                0.99818,                0.94854,                0.97711,                0.85821,                0.65404,                0.30917,                0.84536,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.52962,                0.31208,                0.82564,                0.99826,                0.95076,                0.97786,                0.85184,                0.66775,                0.31115,                0.84496,               5.96e-05,               5.96e-05,               5.96e-05
