                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                0.49245,                0.26203,                0.83181,                0.99999,                      1,                  0.995,                0.93952,                0.42422,                0.20658,                0.81371,              0.0007823,              0.0007823,              0.0007823
                    125,                0.50631,                0.26402,                0.83322,                0.99999,                      1,                  0.995,                0.93787,                0.42453,                0.21057,                0.81552,              0.0007724,              0.0007724,              0.0007724
                    126,                0.51211,                0.26787,                0.83249,                0.99999,                      1,                  0.995,                0.92829,                0.46374,                0.21431,                0.81893,              0.0007625,              0.0007625,              0.0007625
                    127,                0.49279,                0.26163,                0.83036,                0.99998,                      1,                  0.995,                0.92839,                0.45946,                0.21296,                0.81889,              0.0007526,              0.0007526,              0.0007526
                    128,                0.50349,                0.26373,                0.83445,                0.99999,                      1,                  0.995,                0.92672,                0.46282,                0.21547,                0.82097,              0.0007427,              0.0007427,              0.0007427
                    129,                0.48798,                0.26328,                0.82648,                0.99999,                      1,                  0.995,                0.94765,                0.40984,                0.20347,                0.81069,              0.0007328,              0.0007328,              0.0007328
                    130,                0.52316,                0.26742,                0.83786,                0.99984,                      1,                  0.995,                0.93018,                0.44308,                 0.2119,                 0.8158,              0.0007229,              0.0007229,              0.0007229
                    131,                0.50953,                0.26876,                0.83475,                0.99999,                      1,                  0.995,                0.94193,                0.42577,                0.20658,                0.81527,               0.000713,               0.000713,               0.000713
                    132,                0.50207,                0.26641,                0.83153,                0.99999,                      1,                  0.995,                0.93653,                 0.4459,                0.21238,                0.81326,              0.0007031,              0.0007031,              0.0007031
                    133,                0.51197,                 0.2666,                0.83355,                0.99999,                      1,                  0.995,                 0.9182,                0.47713,                0.21981,                0.82098,              0.0006932,              0.0006932,              0.0006932
                    134,                0.53283,                 0.2741,                0.83608,                0.99999,                      1,                  0.995,                0.89932,                0.53988,                0.23488,                0.83396,              0.0006833,              0.0006833,              0.0006833
                    135,                0.53846,                 0.2705,                0.83969,                0.99999,                      1,                  0.995,                 0.9106,                0.47607,                0.21604,                0.82355,              0.0006734,              0.0006734,              0.0006734
                    136,                0.51695,                0.26785,                0.84259,                0.99999,                      1,                  0.995,                0.93492,                 0.4428,                0.20876,                0.81793,              0.0006635,              0.0006635,              0.0006635
                    137,                0.50413,                0.26504,                0.83652,                0.99999,                      1,                  0.995,                0.92881,                0.43784,                0.20843,                0.81517,              0.0006536,              0.0006536,              0.0006536
                    138,                0.47927,                0.25878,                0.83057,                0.99999,                      1,                  0.995,                0.94659,                0.39872,                0.20095,                0.80814,              0.0006437,              0.0006437,              0.0006437
                    139,                0.50142,                0.26457,                0.83959,                0.99999,                      1,                  0.995,                0.93379,                0.42721,                0.20531,                0.81123,              0.0006338,              0.0006338,              0.0006338
                    140,                0.46324,                0.25376,                 0.8236,                0.99999,                      1,                  0.995,                0.95365,                0.36954,                0.19084,                0.80163,              0.0006239,              0.0006239,              0.0006239
                    141,                 0.4588,                 0.2532,                0.82199,                0.99999,                      1,                  0.995,                0.95496,                 0.3824,                0.19592,                0.80616,               0.000614,               0.000614,               0.000614
                    142,                0.46685,                0.25545,                 0.8259,                0.99999,                      1,                  0.995,                0.94138,                0.40014,                0.19936,                0.80722,              0.0006041,              0.0006041,              0.0006041
                    143,                 0.4871,                0.26001,                0.82852,                0.99999,                      1,                  0.995,                0.93197,                0.43516,                0.20703,                0.81117,              0.0005942,              0.0005942,              0.0005942
                    144,                0.45306,                0.24849,                 0.8223,                0.99999,                      1,                  0.995,                0.95307,                0.37472,                0.19372,                 0.8012,              0.0005843,              0.0005843,              0.0005843
                    145,                0.46382,                0.25018,                 0.8232,                0.99999,                      1,                  0.995,                0.94728,                0.38546,                0.19306,                0.80083,              0.0005744,              0.0005744,              0.0005744
                    146,                0.44519,                0.24713,                0.82152,                0.99999,                      1,                  0.995,                0.95071,                0.39355,                0.19662,                0.80357,              0.0005645,              0.0005645,              0.0005645
                    147,                0.46351,                0.25114,                0.82834,                0.99999,                      1,                  0.995,                0.94077,                0.41018,                0.19975,                0.80795,              0.0005546,              0.0005546,              0.0005546
